Date,GLD,SLV,USD_INR,DXY,USO,SPX,CPI,Rate,EUR_USD,VIX,Month
2020-01-10,1484.74,19.25,73.76,96.77,51.52,3202.92,2.4,2.37,1.1418,11.87,1
2020-01-13,1485.13,19.88,73.02,94.81,51.73,3316.42,2.49,2.39,1.1156,16.92,1
2020-01-14,1487.33,19.71,73.46,97.26,54.15,3251.88,2.4,2.31,1.111,19.01,1
2020-01-15,1493.72,19.8,72.27,98.19,55.14,3311.87,2.31,2.37,1.1242,25.14,1
2020-01-16,1490.89,19.88,73.06,96.22,52.97,3307.45,2.24,2.37,1.1133,19.61,1
2020-01-17,1496.37,19.49,72.44,95.67,51.46,3241.17,2.28,2.38,1.125,20.5,1
2020-01-20,1498.14,19.55,72.26,98.44,56.83,3304.3,2.38,2.37,1.1117,22.66,1
2020-01-21,1496.72,19.21,72.64,95.12,54.45,3255.86,2.32,2.3,1.116,14.14,1
2020-01-22,1499.91,19.37,73.62,96.19,58.46,3221.5,2.39,2.3,1.1389,17.34,1
2020-01-23,1502.24,19.78,73.51,96.32,50.87,3266.86,2.33,2.25,1.1159,27.7,1
2020-01-24,1502.0,20.01,73.17,97.25,56.12,3293.63,2.29,2.4,1.112,17.68,1
2020-01-27,1503.89,19.49,72.29,96.45,59.94,3269.92,2.28,2.4,1.1317,22.47,1
2020-01-28,1504.3,19.38,72.97,95.76,55.78,3276.69,2.5,2.4,1.1095,21.85,1
2020-01-29,1506.29,19.58,73.23,95.4,56.41,3322.31,2.45,2.38,1.1131,12.09,1
2020-01-30,1510.02,19.87,73.18,95.88,57.84,3293.29,2.52,2.25,1.1258,19.24,1
2020-01-31,1516.69,19.14,72.18,95.35,56.52,3266.9,2.43,2.31,1.1294,18.59,1
2020-02-03,1514.3,18.77,72.67,96.19,57.4,3315.36,2.35,2.37,1.1322,19.32,2
2020-02-04,1522.68,19.57,73.09,95.7,57.75,3302.33,2.49,2.36,1.1125,14.98,2
2020-02-05,1517.96,19.25,73.4,94.95,57.56,3222.85,2.38,2.35,1.126,13.53,2
2020-02-06,1518.99,19.54,72.05,97.15,61.68,3313.45,2.4,2.38,1.1153,16.1,2
2020-02-07,1522.37,19.73,73.08,95.74,60.54,3314.45,2.38,2.36,1.1139,17.61,2
2020-02-10,1524.74,19.64,73.24,95.12,60.53,3305.4,2.15,2.36,1.132,22.74,2
2020-02-11,1524.19,20.4,73.6,96.0,62.05,3333.65,2.52,2.32,1.1145,25.27,2
2020-02-12,1524.95,19.96,73.54,96.18,60.31,3288.83,2.43,2.4,1.1228,23.59,2
2020-02-13,1524.78,19.94,73.49,94.73,59.7,3321.19,2.42,2.33,1.1216,21.44,2
2020-02-14,1524.27,20.06,72.81,96.39,60.46,3266.19,2.39,2.29,1.1093,13.98,2
2020-02-17,1528.35,19.41,72.27,95.28,62.08,3327.51,2.41,2.31,1.1297,16.36,2
2020-02-18,1530.82,20.32,73.04,97.49,60.37,3375.99,2.35,2.34,1.1256,18.84,2
2020-02-19,1529.92,19.86,73.75,96.53,61.91,3289.65,2.44,2.4,1.1001,15.47,2
2020-02-20,1534.08,20.21,73.95,95.79,62.29,3298.81,2.29,2.35,1.1228,20.31,2
2020-02-21,1536.32,19.54,73.62,95.51,67.99,3302.4,2.41,2.34,1.1123,20.88,2
2020-02-24,1540.16,19.4,73.49,96.02,58.61,3329.7,2.44,2.29,1.131,20.15,2
2020-02-25,1543.38,20.39,73.48,96.59,64.22,3296.01,2.38,2.39,1.1055,22.1,2
2020-02-26,1541.91,20.2,73.02,96.08,68.45,3342.64,2.43,2.32,1.1164,14.38,2
2020-02-27,1541.27,19.68,73.25,95.92,65.66,3357.51,2.32,2.34,1.1236,21.73,2
2020-02-28,1544.8,19.73,74.16,96.14,67.34,3350.23,2.32,2.42,1.1205,15.22,2
2020-03-02,1547.85,20.57,72.86,95.61,66.46,3283.25,2.42,2.37,1.1276,14.24,3
2020-03-03,1548.86,19.66,74.15,95.81,65.34,3368.26,2.46,2.27,1.1048,20.13,3
2020-03-04,1550.29,20.81,73.19,94.42,62.61,3368.62,2.26,2.26,1.1365,22.86,3
2020-03-05,1555.4,19.86,74.03,96.86,67.92,3367.5,2.45,2.34,1.1253,19.95,3
2020-03-06,1554.5,20.46,72.67,96.32,66.37,3355.89,2.36,2.29,1.1336,18.08,3
2020-03-09,1557.22,20.11,73.68,95.46,66.73,3353.41,2.39,2.38,1.1287,19.24,3
2020-03-10,1557.52,20.49,73.03,97.59,67.75,3379.87,2.3,2.35,1.1199,18.55,3
2020-03-11,1557.73,20.03,72.7,96.14,72.65,3408.71,2.34,2.35,1.1072,13.5,3
2020-03-12,1562.14,20.24,73.53,95.24,74.38,3324.51,2.49,2.31,1.1144,13.03,3
2020-03-13,1565.64,20.37,73.94,96.75,70.41,3387.54,2.41,2.43,1.1359,17.68,3
2020-03-16,1569.07,20.0,73.02,96.38,69.45,3354.71,2.38,2.49,1.1339,18.32,3
2020-03-17,1574.05,20.76,72.7,96.37,68.43,3355.51,2.4,2.33,1.1138,18.05,3
2020-03-18,1574.89,20.27,73.42,95.71,72.12,3315.4,2.45,2.36,1.0918,20.7,3
2020-03-19,1577.82,20.42,73.43,96.41,75.14,3355.06,2.45,2.35,1.1179,17.14,3
2020-03-20,1577.54,20.11,73.76,95.84,71.48,3335.78,2.41,2.33,1.1171,20.25,3
2020-03-23,1579.27,19.51,73.97,96.49,67.6,3353.88,2.51,2.3,1.1175,17.42,3
2020-03-24,1579.52,20.46,73.48,94.52,74.09,3336.95,2.5,2.29,1.1253,25.29,3
2020-03-25,1580.46,21.51,74.45,95.69,75.11,3358.53,2.45,2.28,1.1288,18.32,3
2020-03-26,1582.97,20.89,73.64,97.41,70.34,3361.92,2.43,2.36,1.1299,27.36,3
2020-03-27,1580.93,20.54,73.37,95.42,74.25,3379.1,2.47,2.31,1.1245,19.41,3
2020-03-30,1588.18,20.54,72.75,95.55,75.17,3329.86,2.45,2.21,1.102,17.15,3
2020-03-31,1585.48,20.62,73.43,95.67,74.49,3337.03,2.51,2.36,1.1166,14.4,3
2020-04-01,1582.1,20.79,73.41,95.05,73.42,3393.36,2.5,2.34,1.143,12.23,4
2020-04-02,1586.27,20.15,74.07,94.26,77.39,3360.68,2.34,2.4,1.1237,14.03,4
2020-04-03,1589.25,21.11,73.83,95.83,74.91,3418.94,2.34,2.36,1.1237,14.48,4
2020-04-06,1591.66,20.98,73.02,96.12,73.1,3395.56,2.37,2.26,1.1236,19.58,4
2020-04-07,1594.06,21.01,73.71,95.97,72.32,3409.1,2.51,2.22,1.1242,15.9,4
2020-04-08,1594.38,20.9,73.97,95.89,79.28,3435.32,2.3,2.3,1.0962,18.75,4
2020-04-09,1591.85,20.7,74.41,96.04,78.33,3385.81,2.46,2.3,1.1176,23.13,4
2020-04-10,1592.4,20.97,74.1,96.82,77.6,3379.97,2.46,2.38,1.1196,17.65,4
2020-04-13,1590.52,20.91,74.04,95.85,76.87,3425.45,2.53,2.33,1.1328,26.32,4
2020-04-14,1593.9,20.58,73.7,95.54,77.01,3416.69,2.45,2.39,1.1205,13.3,4
2020-04-15,1593.67,20.49,73.88,95.77,76.23,3397.88,2.33,2.27,1.1035,17.4,4
2020-04-16,1591.24,20.73,74.32,96.46,77.83,3447.34,2.36,2.38,1.1243,15.84,4
2020-04-17,1590.4,21.29,73.04,97.12,74.75,3401.33,2.34,2.37,1.112,21.75,4
2020-04-20,1591.88,20.2,73.54,95.48,77.82,3410.78,2.39,2.23,1.1078,9.04,4
2020-04-21,1590.22,20.09,73.34,96.06,78.96,3412.54,2.42,2.4,1.1117,12.23,4
2020-04-22,1587.7,20.71,73.93,96.25,81.08,3385.96,2.35,2.33,1.1254,17.57,4
2020-04-23,1588.58,20.67,74.37,95.18,80.06,3418.43,2.56,2.35,1.1326,24.21,4
2020-04-24,1589.43,20.73,73.46,95.99,82.0,3460.1,2.34,2.29,1.1248,18.9,4
2020-04-27,1587.86,20.74,72.58,94.8,83.37,3433.65,2.55,2.39,1.1263,12.59,4
2020-04-28,1586.38,20.53,73.58,94.55,83.05,3423.33,2.54,2.27,1.1247,13.21,4
2020-04-29,1587.13,21.23,74.25,96.26,82.12,3419.65,2.52,2.37,1.121,24.69,4
2020-04-30,1582.48,19.93,74.07,95.65,81.45,3436.53,2.39,2.37,1.127,15.52,4
2020-05-01,1577.95,20.18,74.03,96.12,79.7,3451.19,2.47,2.28,1.0958,14.23,5
2020-05-04,1575.59,20.44,73.69,95.94,83.37,3449.08,2.35,2.43,1.1211,23.91,5
2020-05-05,1574.84,19.82,73.2,95.17,85.47,3422.94,2.52,2.34,1.1096,22.04,5
2020-05-06,1575.74,20.41,74.11,95.91,83.0,3444.74,2.44,2.36,1.1316,23.1,5
2020-05-07,1580.36,21.21,73.44,94.96,86.36,3451.5,2.42,2.25,1.1185,14.2,5
2020-05-08,1582.97,20.59,74.96,97.06,79.67,3408.98,2.35,2.43,1.1203,11.9,5
2020-05-11,1582.32,20.66,74.17,94.86,80.61,3446.35,2.25,2.26,1.1049,18.53,5
2020-05-12,1582.1,20.06,73.6,95.78,84.81,3378.56,2.37,2.37,1.1302,19.34,5
2020-05-13,1578.72,20.28,73.6,95.1,83.8,3459.98,2.54,2.27,1.1263,19.46,5
2020-05-14,1578.47,20.37,73.87,96.39,86.06,3467.41,2.42,2.29,1.1256,23.91,5
2020-05-15,1577.34,20.38,73.81,95.66,83.56,3472.13,2.44,2.36,1.1119,11.06,5
2020-05-18,1578.15,21.03,74.5,95.51,82.01,3439.95,2.51,2.37,1.1123,21.44,5
2020-05-19,1575.27,20.7,74.04,96.61,83.46,3463.17,2.6,2.26,1.1222,13.61,5
2020-05-20,1576.69,20.05,73.59,95.94,80.96,3498.72,2.57,2.37,1.1131,21.42,5
2020-05-21,1581.34,20.66,74.92,96.33,81.89,3500.51,2.38,2.37,1.1243,16.1,5
2020-05-22,1580.72,20.75,74.01,95.13,86.21,3459.32,2.31,2.27,1.0984,14.74,5
2020-05-25,1581.73,21.02,74.38,94.79,86.12,3466.48,2.65,2.4,1.1151,15.56,5
2020-05-26,1583.65,21.22,73.7,95.99,85.2,3497.73,2.65,2.25,1.138,12.22,5
2020-05-27,1582.07,20.16,74.2,95.65,81.12,3421.48,2.48,2.29,1.1244,18.16,5
2020-05-28,1582.47,20.25,74.18,96.4,83.93,3458.91,2.36,2.34,1.1217,14.91,5
2020-05-29,1582.2,20.07,73.09,95.84,82.27,3510.77,2.54,2.27,1.1399,21.15,5
2020-06-01,1582.19,20.47,75.06,96.06,87.14,3502.06,2.46,2.33,1.0966,20.56,6
2020-06-02,1579.38,20.72,74.7,94.59,83.67,3485.98,2.46,2.33,1.1118,24.75,6
2020-06-03,1579.12,20.92,73.87,97.4,82.72,3431.83,2.54,2.31,1.116,19.47,6
2020-06-04,1580.38,20.51,73.53,95.76,84.99,3477.6,2.5,2.36,1.1286,20.08,6
2020-06-05,1584.67,20.47,74.27,96.44,83.68,3463.5,2.38,2.3,1.1288,23.6,6
2020-06-08,1587.39,20.7,74.15,95.21,87.95,3493.23,2.45,2.33,1.1113,15.49,6
2020-06-09,1593.93,20.39,74.29,96.12,83.53,3461.12,2.53,2.37,1.13,12.05,6
2020-06-10,1591.11,21.52,74.22,94.83,82.2,3456.73,2.52,2.35,1.116,18.8,6
2020-06-11,1593.54,20.07,74.39,96.23,80.69,3427.65,2.5,2.35,1.1321,12.31,6
2020-06-12,1593.77,20.79,74.87,95.58,84.92,3528.35,2.55,2.25,1.1097,27.82,6
2020-06-15,1600.42,21.61,74.44,95.89,83.84,3481.81,2.45,2.34,1.1188,23.82,6
2020-06-16,1597.47,20.77,73.64,96.42,82.07,3500.61,2.49,2.27,1.1151,26.66,6
2020-06-17,1594.42,20.65,74.86,94.87,87.27,3497.93,2.21,2.25,1.1306,18.25,6
2020-06-18,1592.14,20.55,75.01,95.31,86.18,3468.08,2.45,2.31,1.1148,20.2,6
2020-06-19,1584.99,20.53,75.78,96.22,84.73,3464.43,2.54,2.26,1.1196,16.16,6
2020-06-22,1582.95,21.13,73.65,97.53,87.45,3474.14,2.45,2.35,1.1251,21.53,6
2020-06-23,1580.17,19.66,74.35,95.74,85.97,3484.7,2.45,2.35,1.1255,13.14,6
2020-06-24,1580.3,21.16,73.19,96.32,82.92,3519.5,2.4,2.21,1.1289,7.83,6
2020-06-25,1581.05,19.98,74.52,95.76,82.39,3486.73,2.57,2.27,1.1221,14.84,6
2020-06-26,1586.72,20.52,73.98,97.39,86.01,3565.09,2.53,2.23,1.1158,12.18,6
2020-06-29,1589.43,20.49,75.23,94.44,85.06,3545.61,2.55,2.28,1.1165,23.91,6
2020-06-30,1587.26,20.87,73.89,95.91,84.49,3541.15,2.35,2.33,1.1203,25.26,6
2020-07-01,1584.07,19.95,73.45,94.53,82.33,3515.41,2.48,2.29,1.1225,12.39,7
2020-07-02,1585.34,20.79,74.07,93.82,85.1,3566.53,2.47,2.28,1.1185,23.17,7
2020-07-03,1580.81,21.36,73.32,96.06,82.23,3516.66,2.47,2.37,1.1202,21.81,7
2020-07-06,1586.38,20.08,74.7,95.93,83.39,3524.36,2.44,2.19,1.1048,11.72,7
2020-07-07,1589.88,20.74,73.3,95.59,86.33,3532.5,2.47,2.36,1.1267,16.44,7
2020-07-08,1588.11,20.38,74.36,95.73,81.95,3550.55,2.56,2.28,1.1218,15.68,7
2020-07-09,1582.37,20.74,73.32,98.29,79.95,3550.71,2.34,2.3,1.13,20.99,7
2020-07-10,1586.46,20.63,74.21,95.6,80.81,3519.45,2.64,2.28,1.12,13.08,7
2020-07-13,1585.86,20.36,75.2,96.21,84.71,3519.81,2.54,2.38,1.1026,17.6,7
2020-07-14,1589.6,20.86,74.57,95.28,83.04,3557.1,2.5,2.24,1.1164,15.26,7
2020-07-15,1584.3,21.32,73.97,96.04,82.06,3561.46,2.57,2.3,1.118,19.89,7
2020-07-16,1582.19,20.49,74.4,95.61,81.09,3530.3,2.38,2.33,1.1274,17.13,7
2020-07-17,1582.03,20.85,74.43,95.47,82.86,3496.58,2.45,2.22,1.0993,15.86,7
2020-07-20,1582.02,20.05,74.67,97.25,79.96,3540.08,2.49,2.25,1.1204,17.15,7
2020-07-21,1580.44,20.16,73.76,96.73,82.03,3567.11,2.61,2.29,1.1251,26.14,7
2020-07-22,1582.31,20.76,74.75,95.89,79.72,3604.66,2.5,2.25,1.1134,16.33,7
2020-07-23,1578.78,21.12,73.11,93.94,79.14,3516.66,2.54,2.26,1.1207,13.84,7
2020-07-24,1578.23,20.66,74.16,95.49,79.4,3541.9,2.46,2.28,1.1137,20.33,7
2020-07-27,1578.55,20.4,74.24,97.94,79.66,3545.12,2.55,2.33,1.1127,17.43,7
2020-07-28,1580.14,20.54,74.82,95.59,80.04,3599.57,2.64,2.28,1.1159,12.34,7
2020-07-29,1582.38,20.07,74.52,96.65,80.33,3559.95,2.59,2.35,1.1129,26.93,7
2020-07-30,1578.77,20.77,73.82,96.92,72.2,3535.88,2.5,2.24,1.1268,16.59,7
2020-07-31,1573.87,20.81,74.04,95.94,77.67,3581.96,2.57,2.23,1.1127,16.49,7
2020-08-03,1577.99,20.33,74.64,95.09,78.21,3555.16,2.56,2.39,1.111,18.64,8
2020-08-04,1579.1,20.34,74.51,93.81,81.7,3532.67,2.55,2.26,1.1377,24.92,8
2020-08-05,1576.78,20.6,74.28,96.3,76.22,3544.72,2.6,2.23,1.1296,11.28,8
2020-08-06,1581.83,20.39,74.34,95.1,78.39,3625.62,2.6,2.2,1.1014,19.1,8
2020-08-07,1582.32,20.54,74.94,95.89,80.74,3587.23,2.51,2.35,1.1124,26.35,8
2020-08-10,1586.23,21.46,74.34,94.75,74.8,3581.03,2.57,2.27,1.1224,18.51,8
2020-08-11,1586.61,20.53,74.56,95.53,77.88,3572.4,2.49,2.28,1.1232,13.06,8
2020-08-12,1593.39,20.57,75.7,95.77,75.15,3590.76,2.45,2.28,1.1051,15.53,8
2020-08-13,1599.22,20.53,73.92,95.95,75.41,3592.51,2.5,2.34,1.1316,18.83,8
2020-08-14,1598.66,21.08,73.72,94.84,74.46,3594.97,2.52,2.28,1.1283,23.32,8
2020-08-17,1602.03,20.75,75.04,96.69,74.25,3591.75,2.39,2.41,1.1248,16.64,8
2020-08-18,1604.38,20.6,74.32,95.25,80.8,3616.46,2.59,2.29,1.1336,21.31,8
2020-08-19,1609.07,21.45,74.52,94.39,76.69,3593.19,2.3,2.34,1.1245,12.26,8
2020-08-20,1606.32,21.45,74.3,95.63,76.84,3565.26,2.74,2.33,1.1245,12.23,8
2020-08-21,1608.88,20.68,74.57,95.75,75.25,3578.33,2.65,2.28,1.1356,16.07,8
2020-08-24,1612.66,20.22,75.51,95.84,70.68,3539.43,2.51,2.26,1.131,23.75,8
2020-08-25,1607.45,21.3,75.12,96.8,74.31,3661.7,2.53,2.3,1.1116,18.28,8
2020-08-26,1604.1,20.58,75.16,95.52,75.28,3628.88,2.55,2.31,1.1263,19.16,8
2020-08-27,1598.05,21.09,74.03,95.61,71.04,3580.2,2.48,2.26,1.1134,19.11,8
2020-08-28,1597.68,19.98,74.18,94.82,74.29,3598.74,2.55,2.29,1.125,22.44,8
2020-08-31,1600.5,21.16,73.34,96.36,73.38,3590.19,2.52,2.35,1.1248,15.56,8
2020-09-01,1605.86,20.39,74.37,95.85,75.28,3657.68,2.53,2.39,1.1062,20.75,9
2020-09-02,1606.68,21.18,75.26,95.36,70.34,3570.9,2.55,2.33,1.1188,14.68,9
2020-09-03,1612.49,20.97,75.05,94.17,68.59,3619.03,2.43,2.38,1.1227,25.93,9
2020-09-04,1608.71,20.53,74.7,96.84,69.66,3614.44,2.54,2.25,1.1156,14.8,9
2020-09-07,1603.92,20.69,74.81,94.7,72.84,3644.61,2.55,2.32,1.1231,14.47,9
2020-09-08,1604.44,21.13,74.48,95.21,65.91,3618.78,2.55,2.35,1.1281,20.2,9
2020-09-09,1606.38,20.93,74.94,95.97,65.02,3571.25,2.52,2.24,1.1197,18.32,9
2020-09-10,1607.02,21.13,75.23,94.72,68.93,3618.57,2.63,2.26,1.1222,19.31,9
2020-09-11,1601.18,21.61,74.05,94.48,67.45,3599.04,2.51,2.37,1.1338,18.91,9
2020-09-14,1601.7,20.2,75.02,93.97,67.94,3632.69,2.56,2.23,1.1247,13.64,9
2020-09-15,1598.35,21.43,75.35,96.24,69.4,3675.43,2.65,2.21,1.122,24.45,9
2020-09-16,1601.36,20.86,74.69,95.23,65.99,3582.32,2.54,2.35,1.1104,21.57,9
2020-09-17,1603.41,20.48,75.26,98.0,62.93,3612.59,2.56,2.34,1.1267,23.44,9
2020-09-18,1601.32,20.29,76.32,94.86,70.34,3622.12,2.54,2.3,1.1233,15.89,9
2020-09-21,1600.62,20.73,74.88,94.92,63.84,3629.35,2.65,2.27,1.1328,19.67,9
2020-09-22,1598.2,21.15,75.14,95.2,63.3,3665.1,2.53,2.25,1.1205,18.79,9
2020-09-23,1598.99,20.74,74.58,95.84,67.21,3639.79,2.65,2.29,1.1018,22.51,9
2020-09-24,1603.07,21.44,75.05,95.27,63.81,3659.57,2.54,2.35,1.103,22.64,9
2020-09-25,1600.97,20.23,75.2,96.13,64.04,3630.43,2.48,2.29,1.1274,18.77,9
2020-09-28,1603.66,20.84,75.08,94.86,64.71,3658.2,2.61,2.38,1.1143,11.93,9
2020-09-29,1603.06,20.34,74.48,94.53,65.49,3676.73,2.53,2.23,1.1244,25.12,9
2020-09-30,1601.66,20.97,75.11,94.2,62.24,3633.53,2.6,2.27,1.1211,20.22,9
2020-10-01,1602.47,21.19,75.75,93.85,65.53,3681.04,2.34,2.25,1.1183,15.57,10
2020-10-02,1600.34,20.64,75.25,95.21,57.81,3661.27,2.56,2.22,1.119,19.63,10
2020-10-05,1599.78,19.76,75.52,95.39,63.18,3693.16,2.52,2.26,1.1113,11.96,10
2020-10-06,1597.18,20.84,74.93,95.12,59.57,3657.86,2.47,2.29,1.1198,22.22,10
2020-10-07,1604.73,21.04,75.43,96.61,63.59,3677.44,2.52,2.3,1.1142,12.12,10
2020-10-08,1606.12,21.04,75.21,96.6,60.72,3666.88,2.52,2.38,1.1163,17.12,10
2020-10-09,1605.19,21.36,74.61,95.35,58.68,3667.31,2.56,2.29,1.1168,18.98,10
2020-10-12,1607.21,20.47,75.25,94.18,60.95,3680.07,2.45,2.33,1.1177,22.16,10
2020-10-13,1608.21,21.18,74.61,95.15,61.01,3690.5,2.59,2.27,1.1292,18.43,10
2020-10-14,1608.88,21.39,74.8,95.13,60.1,3639.01,2.67,2.35,1.1187,20.54,10
2020-10-15,1612.25,20.25,75.22,95.08,56.36,3721.61,2.59,2.39,1.1302,17.89,10
2020-10-16,1616.1,21.14,75.29,95.04,57.06,3624.91,2.63,2.29,1.1354,17.87,10
2020-10-19,1615.85,20.8,74.55,95.07,57.63,3662.26,2.66,2.22,1.1285,18.34,10
2020-10-20,1615.48,20.97,75.69,95.28,57.17,3682.07,2.67,2.24,1.1253,17.24,10
2020-10-21,1616.09,21.15,75.46,95.08,58.36,3699.37,2.72,2.28,1.1233,11.25,10
2020-10-22,1610.24,20.74,74.83,95.75,52.45,3736.39,2.53,2.29,1.1287,14.93,10
2020-10-23,1606.92,20.62,74.42,95.87,56.78,3635.45,2.51,2.3,1.1209,18.98,10
2020-10-26,1612.85,20.98,75.13,94.85,55.15,3678.07,2.64,2.29,1.1298,17.0,10
2020-10-27,1619.69,20.62,74.99,96.59,53.69,3631.59,2.63,2.26,1.1261,17.38,10
2020-10-28,1620.48,20.63,75.28,94.79,53.52,3698.45,2.64,2.23,1.1164,16.71,10
2020-10-29,1623.94,21.38,75.05,94.28,54.21,3707.75,2.73,2.28,1.129,14.55,10
2020-10-30,1626.56,20.69,74.24,95.87,47.08,3749.42,2.58,2.35,1.1209,16.03,10
2020-11-02,1638.06,21.56,75.06,94.91,52.53,3707.42,2.61,2.31,1.1189,16.77,11
2020-11-03,1643.31,21.55,75.12,95.82,51.83,3737.22,2.5,2.29,1.1152,18.02,11
2020-11-04,1644.58,20.69,75.6,93.64,54.31,3725.52,2.75,2.31,1.1217,19.57,11
2020-11-05,1643.21,21.09,74.94,96.67,51.3,3697.04,2.55,2.24,1.13,17.28,11
2020-11-06,1639.78,21.79,76.14,96.09,52.15,3669.93,2.56,2.23,1.1289,13.88,11
2020-11-09,1642.16,20.96,74.36,94.35,55.34,3722.55,2.56,2.22,1.1235,12.41,11
2020-11-10,1641.48,21.15,75.98,94.36,53.92,3671.64,2.53,2.25,1.126,28.39,11
2020-11-11,1638.68,21.49,75.22,96.88,53.42,3757.36,2.53,2.24,1.1327,13.48,11
2020-11-12,1638.37,21.61,75.78,94.95,50.31,3715.74,2.54,2.32,1.1185,15.93,11
2020-11-13,1636.69,21.18,75.4,94.87,52.09,3758.56,2.48,2.23,1.1088,20.07,11
2020-11-16,1643.87,21.13,75.94,93.72,50.24,3710.39,2.53,2.22,1.133,19.44,11
2020-11-17,1648.5,22.0,75.19,95.25,50.03,3734.97,2.74,2.35,1.1147,20.08,11
2020-11-18,1650.28,22.15,74.84,95.35,50.96,3735.28,2.65,2.23,1.1131,16.23,11
2020-11-19,1656.83,21.93,76.11,96.1,48.67,3729.75,2.67,2.26,1.102,18.95,11
2020-11-20,1658.91,21.6,75.36,94.4,52.58,3720.22,2.69,2.28,1.1257,18.25,11
2020-11-23,1657.99,21.23,75.53,94.3,49.01,3747.07,2.74,2.2,1.1038,16.75,11
2020-11-24,1664.71,21.31,76.05,95.88,50.31,3709.62,2.45,2.31,1.1125,18.98,11
2020-11-25,1668.28,21.9,74.93,96.32,51.73,3703.22,2.5,2.28,1.1259,22.22,11
2020-11-26,1666.82,21.84,75.75,94.26,50.64,3778.88,2.53,2.33,1.1272,17.91,11
2020-11-27,1668.07,22.25,75.17,96.37,45.52,3765.52,2.56,2.22,1.1135,17.94,11
2020-11-30,1667.14,21.93,75.41,95.54,49.0,3747.78,2.57,2.26,1.1187,22.27,11
2020-12-01,1664.59,21.04,75.53,96.38,49.59,3797.85,2.56,2.25,1.1113,21.85,12
2020-12-02,1669.42,22.12,74.75,95.44,49.46,3741.97,2.62,2.26,1.1145,24.34,12
2020-12-03,1677.41,21.41,75.12,93.48,45.25,3791.78,2.6,2.18,1.1227,10.98,12
2020-12-04,1674.82,21.62,76.2,95.37,45.96,3759.47,2.54,2.25,1.115,21.62,12
2020-12-07,1678.5,21.92,75.98,96.34,49.07,3725.56,2.43,2.18,1.1176,20.41,12
2020-12-08,1678.3,22.62,75.51,94.77,45.38,3813.84,2.52,2.27,1.1054,14.46,12
2020-12-09,1678.62,23.07,75.68,95.17,46.13,3790.22,2.56,2.14,1.1313,19.01,12
2020-12-10,1678.61,22.06,75.42,95.34,49.71,3758.97,2.59,2.15,1.1251,22.2,12
2020-12-11,1677.72,21.74,76.26,93.16,46.31,3786.52,2.52,2.29,1.1279,14.68,12
2020-12-14,1679.76,22.05,75.49,96.81,44.8,3754.69,2.57,2.22,1.1329,19.77,12
2020-12-15,1678.97,22.18,75.71,94.75,44.36,3793.77,2.52,2.2,1.1117,21.49,12
2020-12-16,1681.71,21.73,76.18,95.87,46.64,3699.27,2.6,2.31,1.1164,13.72,12
2020-12-17,1683.41,22.6,75.23,95.4,43.19,3742.51,2.53,2.26,1.1011,17.43,12
2020-12-18,1684.51,21.99,76.41,96.47,45.24,3804.58,2.54,2.29,1.1514,19.2,12
2020-12-21,1683.47,22.08,74.88,95.79,46.29,3769.81,2.51,2.24,1.1185,14.82,12
2020-12-22,1683.47,22.15,76.47,95.27,48.13,3785.63,2.6,2.38,1.1304,14.48,12
2020-12-23,1687.73,22.11,75.48,94.74,46.77,3741.1,2.55,2.21,1.1076,17.46,12
2020-12-24,1691.17,22.32,75.55,96.09,43.93,3839.04,2.69,2.33,1.13,21.21,12
2020-12-25,1689.87,21.72,74.74,93.95,47.64,3821.42,2.65,2.24,1.1386,20.57,12
2020-12-28,1692.01,21.77,75.47,95.96,44.62,3781.78,2.61,2.16,1.1194,14.55,12
2020-12-29,1696.22,21.61,75.19,94.56,42.69,3777.76,2.56,2.26,1.1099,20.61,12
2020-12-30,1692.68,22.18,75.42,96.44,44.77,3822.89,2.65,2.26,1.1186,14.66,12
2020-12-31,1696.2,22.36,75.66,95.57,47.95,3853.57,2.68,2.19,1.0977,11.56,12
2021-01-01,1695.86,22.23,76.22,95.95,45.37,3824.81,2.63,2.19,1.1196,16.53,1
2021-01-04,1699.45,22.76,75.86,95.5,45.04,3863.45,2.75,2.24,1.1282,22.49,1
2021-01-05,1698.76,22.08,75.92,94.03,48.28,3772.73,2.66,2.26,1.1196,20.62,1
2021-01-06,1694.72,22.3,75.23,94.74,42.14,3777.92,2.7,2.11,1.1172,17.99,1
2021-01-07,1691.24,21.55,75.35,95.96,42.43,3768.93,2.64,2.29,1.1253,16.33,1
2021-01-08,1693.1,21.86,76.7,95.55,41.79,3819.95,2.68,2.21,1.126,16.44,1
2021-01-11,1695.63,22.32,75.44,96.36,45.78,3814.07,2.56,2.17,1.1034,18.44,1
2021-01-12,1694.42,22.37,76.65,95.74,45.4,3806.34,2.59,2.28,1.1209,13.73,1
2021-01-13,1698.12,21.96,75.71,94.64,48.2,3837.28,2.66,2.23,1.1444,16.61,1
2021-01-14,1694.45,22.0,75.84,94.77,45.64,3852.07,2.66,2.3,1.1066,17.14,1
2021-01-15,1695.87,21.44,76.39,95.49,44.41,3771.43,2.67,2.26,1.1191,12.6,1
2021-01-18,1693.6,21.87,76.5,93.55,45.28,3801.39,2.72,2.23,1.1394,14.65,1
2021-01-19,1693.11,22.37,75.82,96.74,45.59,3846.0,2.52,2.23,1.131,19.64,1
